日期,产品名,品类,单价,销量,天气,是否周末,门店
2025-07-05,珍珠奶茶,奶茶,15,8,雨,是,中关村店
2025-07-05,芋泥奶茶,奶茶,18,15,雨,是,中关村店
2025-07-05,黑糖鹿丸奶茶,奶茶,20,17,雨,是,中关村店
2025-07-05,椰椰奶茶,奶茶,19,13,雨,是,中关村店
2025-07-05,柠檬绿茶,果茶,10,34,雨,是,中关村店
2025-07-05,满杯西柚,果茶,16,10,雨,是,中关村店
2025-07-05,杨枝甘露,果茶,22,23,雨,是,中关村店
2025-07-05,百香果绿茶,果茶,13,23,雨,是,中关村店
2025-07-05,霸气芝士葡萄,果茶,24,11,雨,是,中关村店
2025-07-05,美式咖啡,咖啡,15,6,雨,是,中关村店
2025-07-05,拿铁,咖啡,18,5,雨,是,中关村店
2025-07-05,生椰拿铁,咖啡,22,13,雨,是,中关村店
2025-07-05,摩卡,咖啡,20,8,雨,是,中关村店
2025-07-05,薯条,小吃,10,10,雨,是,中关村店
2025-07-05,鸡米花,小吃,12,10,雨,是,中关村店
2025-07-05,华夫饼,小吃,15,6,雨,是,中关村店
2025-07-05,吐司,小吃,8,1,雨,是,中关村店
2025-07-06,经典奶茶,奶茶,12,32,晴,是,望京店
2025-07-06,珍珠奶茶,奶茶,15,22,晴,是,望京店
2025-07-06,芋泥奶茶,奶茶,18,30,晴,是,望京店
2025-07-06,黑糖鹿丸奶茶,奶茶,20,29,晴,是,望京店
2025-07-06,椰椰奶茶,奶茶,19,23,晴,是,望京店
2025-07-06,柠檬绿茶,果茶,10,40,晴,是,望京店
2025-07-06,满杯西柚,果茶,16,24,晴,是,望京店
2025-07-06,杨枝甘露,果茶,22,21,晴,是,望京店
2025-07-06,百香果绿茶,果茶,13,20,晴,是,望京店
2025-07-06,霸气芝士葡萄,果茶,24,62,晴,是,望京店
2025-07-06,美式咖啡,咖啡,15,18,晴,是,望京店
2025-07-06,拿铁,咖啡,18,17,晴,是,望京店
2025-07-06,生椰拿铁,咖啡,22,17,晴,是,望京店
2025-07-06,摩卡,咖啡,20,14,晴,是,望京店
2025-07-06,薯条,小吃,10,21,晴,是,望京店
2025-07-06,鸡米花,小吃,12,15,晴,是,望京店
2025-07-06,华夫饼,小吃,15,18,晴,是,望京店
2025-07-06,吐司,小吃,8,14,晴,是,望京店
2025-07-06,经典奶茶,奶茶,12,30,晴,是,中关村店
2025-07-06,珍珠奶茶,奶茶,15,34,晴,是,中关村店
2025-07-06,芋泥奶茶,奶茶,18,11,晴,是,中关村店
2025-07-06,黑糖鹿丸奶茶,奶茶,20,22,晴,是,中关村店
2025-07-06,椰椰奶茶,奶茶,19,23,晴,是,中关村店
2025-07-06,柠檬绿茶,果茶,10,35,晴,是,中关村店
2025-07-06,满杯西柚,果茶,16,47,晴,是,中关村店
2025-07-06,杨枝甘露,果茶,22,41,晴,是,中关村店
2025-07-06,百香果绿茶,果茶,13,33,晴,是,中关村店
2025-07-06,霸气芝士葡萄,果茶,24,47,晴,是,中关村店
2025-07-06,美式咖啡,咖啡,15,25,晴,是,中关村店
2025-07-06,拿铁,咖啡,18,22,晴,是,中关村店
2025-07-06,生椰拿铁,咖啡,22,19,晴,是,中关村店
2025-07-06,摩卡,咖啡,20,11,晴,是,中关村店
2025-07-06,薯条,小吃,10,23,晴,是,中关村店
2025-07-06,鸡米花,小吃,12,14,晴,是,中关村店
2025-07-06,华夫饼,小吃,15,21,晴,是,中关村店
2025-07-06,吐司,小吃,8,17,晴,是,中关村店
2025-07-07,经典奶茶,奶茶,12,12,晴,否,望京店
2025-07-07,珍珠奶茶,奶茶,15,10,晴,否,望京店
2025-07-07,芋泥奶茶,奶茶,18,18,晴,否,望京店
2025-07-07,黑糖鹿丸奶茶,奶茶,20,20,晴,否,望京店
2025-07-07,椰椰奶茶,奶茶,19,15,晴,否,望京店
2025-07-07,柠檬绿茶,果茶,10,26,晴,否,望京店
2025-07-07,满杯西柚,果茶,16,22,晴,否,望京店
2025-07-07,杨枝甘露,果茶,22,22,晴,否,望京店
2025-07-07,百香果绿茶,果茶,13,35,晴,否,望京店
2025-07-07,霸气芝士葡萄,果茶,24,32,晴,否,望京店
2025-07-07,美式咖啡,咖啡,15,12,晴,否,望京店
2025-07-07,拿铁,咖啡,18,10,晴,否,望京店
2025-07-07,生椰拿铁,咖啡,22,14,晴,否,望京店
2025-07-07,摩卡,咖啡,20,12,晴,否,望京店
2025-07-07,薯条,小吃,10,11,晴,否,望京店
2025-07-07,鸡米花,小吃,12,6,晴,否,望京店
2025-07-07,华夫饼,小吃,15,17,晴,否,望京店
2025-07-07,吐司,小吃,8,7,晴,否,望京店
2025-07-07,经典奶茶,奶茶,12,16,晴,否,中关村店
2025-07-07,珍珠奶茶,奶茶,15,23,晴,否,中关村店
2025-07-07,芋泥奶茶,奶茶,18,22,晴,否,中关村店
2025-07-07,黑糖鹿丸奶茶,奶茶,20,18,晴,否,中关村店
2025-07-07,椰椰奶茶,奶茶,19,18,晴,否,中关村店
2025-07-07,柠檬绿茶,果茶,10,24,晴,否,中关村店
2025-07-07,满杯西柚,果茶,16,36,晴,否,中关村店
2025-07-07,杨枝甘露,果茶,22,24,晴,否,中关村店
2025-07-07,百香果绿茶,果茶,13,33,晴,否,中关村店
2025-07-07,霸气芝士葡萄,果茶,24,28,晴,否,中关村店
2025-07-07,美式咖啡,咖啡,15,20,晴,否,中关村店
2025-07-07,拿铁,咖啡,18,17,晴,否,中关村店
2025-07-07,生椰拿铁,咖啡,22,16,晴,否,中关村店
2025-07-07,摩卡,咖啡,20,14,晴,否,中关村店
2025-07-07,薯条,小吃,10,6,晴,否,中关村店
2025-07-07,鸡米花,小吃,12,9,晴,否,中关村店
2025-07-07,华夫饼,小吃,15,8,晴,否,中关村店
2025-07-07,吐司,小吃,8,8,晴,否,中关村店
2025-07-08,经典奶茶,奶茶,12,16,晴,否,望京店
2025-07-08,珍珠奶茶,奶茶,15,12,晴,否,望京店
2025-07-08,芋泥奶茶,奶茶,18,14,晴,否,望京店
2025-07-08,黑糖鹿丸奶茶,奶茶,20,25,晴,否,望京店
2025-07-08,椰椰奶茶,奶茶,19,24,晴,否,望京店
2025-07-08,柠檬绿茶,果茶,10,18,晴,否,望京店
2025-07-08,满杯西柚,果茶,16,25,晴,否,望京店
2025-07-08,杨枝甘露,果茶,22,22,晴,否,望京店
2025-07-08,百香果绿茶,果茶,13,34,晴,否,望京店
2025-07-08,霸气芝士葡萄,果茶,24,28,晴,否,望京店
2025-07-08,美式咖啡,咖啡,15,11,晴,否,望京店
2025-07-08,拿铁,咖啡,18,8,晴,否,望京店
2025-07-08,生椰拿铁,咖啡,22,10,晴,否,望京店
2025-07-08,摩卡,咖啡,20,15,晴,否,望京店
2025-07-08,薯条,小吃,10,10,晴,否,望京店
2025-07-08,鸡米花,小吃,12,13,晴,否,望京店
2025-07-08,华夫饼,小吃,15,10,晴,否,望京店
2025-07-08,吐司,小吃,8,6,晴,否,望京店
2025-07-08,经典奶茶,奶茶,12,18,晴,否,中关村店
2025-07-08,珍珠奶茶,奶茶,15,12,晴,否,中关村店
2025-07-08,芋泥奶茶,奶茶,18,20,晴,否,中关村店
2025-07-08,黑糖鹿丸奶茶,奶茶,20,9,晴,否,中关村店
2025-07-08,椰椰奶茶,奶茶,19,13,晴,否,中关村店
2025-07-08,柠檬绿茶,果茶,10,22,晴,否,中关村店
2025-07-08,满杯西柚,果茶,16,21,晴,否,中关村店
2025-07-08,杨枝甘露,果茶,22,15,晴,否,中关村店
2025-07-08,百香果绿茶,果茶,13,34,晴,否,中关村店
2025-07-08,霸气芝士葡萄,果茶,24,32,晴,否,中关村店
2025-07-08,美式咖啡,咖啡,15,13,晴,否,中关村店
2025-07-08,拿铁,咖啡,18,10,晴,否,中关村店
2025-07-08,生椰拿铁,咖啡,22,8,晴,否,中关村店
2025-07-08,摩卡,咖啡,20,12,晴,否,中关村店
2025-07-08,薯条,小吃,10,6,晴,否,中关村店
2025-07-08,鸡米花,小吃,12,12,晴,否,中关村店
2025-07-08,华夫饼,小吃,15,10,晴,否,中关村店
2025-07-08,吐司,小吃,8,6,晴,否,中关村店
2025-07-09,经典奶茶,奶茶,12,13,晴,否,望京店
2025-07-09,珍珠奶茶,奶茶,15,17,晴,否,望京店
2025-07-09,芋泥奶茶,奶茶,18,10,晴,否,望京店
2025-07-09,黑糖鹿丸奶茶,奶茶,20,19,晴,否,望京店
2025-07-09,椰椰奶茶,奶茶,19,22,晴,否,望京店
2025-07-09,柠檬绿茶,果茶,10,19,晴,否,望京店
2025-07-09,满杯西柚,果茶,16,15,晴,否,望京店
2025-07-09,杨枝甘露,果茶,22,28,晴,否,望京店
2025-07-09,百香果绿茶,果茶,13,41,晴,否,望京店
2025-07-09,霸气芝士葡萄,果茶,24,39,晴,否,望京店
2025-07-09,美式咖啡,咖啡,15,16,晴,否,望京店
2025-07-09,拿铁,咖啡,18,9,晴,否,望京店
2025-07-09,生椰拿铁,咖啡,22,14,晴,否,望京店
2025-07-09,摩卡,咖啡,20,18,晴,否,望京店
2025-07-09,薯条,小吃,10,10,晴,否,望京店
2025-07-09,鸡米花,小吃,12,8,晴,否,望京店
2025-07-09,华夫饼,小吃,15,6,晴,否,望京店
2025-07-09,吐司,小吃,8,5,晴,否,望京店
2025-07-09,经典奶茶,奶茶,12,10,晴,否,中关村店
2025-07-09,珍珠奶茶,奶茶,15,18,晴,否,中关村店
2025-07-09,芋泥奶茶,奶茶,18,10,晴,否,中关村店
2025-07-09,黑糖鹿丸奶茶,奶茶,20,26,晴,否,中关村店
2025-07-09,椰椰奶茶,奶茶,19,10,晴,否,中关村店
2025-07-09,柠檬绿茶,果茶,10,29,晴,否,中关村店
2025-07-09,满杯西柚,果茶,16,39,晴,否,中关村店
2025-07-09,杨枝甘露,果茶,22,16,晴,否,中关村店
2025-07-09,百香果绿茶,果茶,13,17,晴,否,中关村店
2025-07-09,霸气芝士葡萄,果茶,24,20,晴,否,中关村店
2025-07-09,美式咖啡,咖啡,15,4,晴,否,中关村店
2025-07-09,拿铁,咖啡,18,15,晴,否,中关村店
2025-07-09,生椰拿铁,咖啡,22,13,晴,否,中关村店
2025-07-09,摩卡,咖啡,20,10,晴,否,中关村店
2025-07-09,薯条,小吃,10,11,晴,否,中关村店
2025-07-09,鸡米花,小吃,12,13,晴,否,中关村店
2025-07-09,华夫饼,小吃,15,4,晴,否,中关村店
2025-07-09,吐司,小吃,8,16,晴,否,中关村店
2025-07-10,经典奶茶,奶茶,12,21,晴,否,望京店
2025-07-10,珍珠奶茶,奶茶,15,14,晴,否,望京店
2025-07-10,芋泥奶茶,奶茶,18,20,晴,否,望京店
2025-07-10,黑糖鹿丸奶茶,奶茶,20,24,晴,否,望京店
2025-07-10,椰椰奶茶,奶茶,19,13,晴,否,望京店
2025-07-10,柠檬绿茶,果茶,10,20,晴,否,望京店
2025-07-10,满杯西柚,果茶,16,18,晴,否,望京店
2025-07-10,杨枝甘露,果茶,22,22,晴,否,望京店
2025-07-10,百香果绿茶,果茶,13,19,晴,否,望京店
2025-07-10,霸气芝士葡萄,果茶,24,25,晴,否,望京店
2025-07-10,美式咖啡,咖啡,15,14,晴,否,望京店
2025-07-10,拿铁,咖啡,18,15,晴,否,望京店
2025-07-10,生椰拿铁,咖啡,22,14,晴,否,望京店
2025-07-10,摩卡,咖啡,20,15,晴,否,望京店
2025-07-10,薯条,小吃,10,10,晴,否,望京店
2025-07-10,鸡米花,小吃,12,4,晴,否,望京店
2025-07-10,华夫饼,小吃,15,13,晴,否,望京店
2025-07-10,吐司,小吃,8,10,晴,否,望京店
2025-07-10,经典奶茶,奶茶,12,19,晴,否,中关村店
2025-07-10,珍珠奶茶,奶茶,15,11,晴,否,中关村店
2025-07-10,芋泥奶茶,奶茶,18,11,晴,否,中关村店
2025-07-10,黑糖鹿丸奶茶,奶茶,20,7,晴,否,中关村店
2025-07-10,椰椰奶茶,奶茶,19,24,晴,否,中关村店
2025-07-10,柠檬绿茶,果茶,10,33,晴,否,中关村店
2025-07-10,满杯西柚,果茶,16,20,晴,否,中关村店
2025-07-10,杨枝甘露,果茶,22,34,晴,否,中关村店
2025-07-10,百香果绿茶,果茶,13,17,晴,否,中关村店
2025-07-10,霸气芝士葡萄,果茶,24,24,晴,否,中关村店
2025-07-10,美式咖啡,咖啡,15,10,晴,否,中关村店
2025-07-10,拿铁,咖啡,18,11,晴,否,中关村店
2025-07-10,生椰拿铁,咖啡,22,11,晴,否,中关村店
2025-07-10,摩卡,咖啡,20,12,晴,否,中关村店
2025-07-10,薯条,小吃,10,7,晴,否,中关村店
2025-07-10,鸡米花,小吃,12,7,晴,否,中关村店
2025-07-10,华夫饼,小吃,15,13,晴,否,中关村店
2025-07-10,吐司,小吃,8,12,晴,否,中关村店
2025-07-11,经典奶茶,奶茶,12,8,晴,否,望京店
2025-07-11,珍珠奶茶,奶茶,15,15,晴,否,望京店
2025-07-11,芋泥奶茶,奶茶,18,22,晴,否,望京店
2025-07-11,黑糖鹿丸奶茶,奶茶,20,16,晴,否,望京店
2025-07-11,椰椰奶茶,奶茶,19,21,晴,否,望京店
2025-07-11,柠檬绿茶,果茶,10,29,晴,否,望京店
2025-07-11,满杯西柚,果茶,16,17,晴,否,望京店
2025-07-11,杨枝甘露,果茶,22,28,晴,否,望京店
2025-07-11,百香果绿茶,果茶,13,19,晴,否,望京店
2025-07-11,霸气芝士葡萄,果茶,24,33,晴,否,望京店
2025-07-11,美式咖啡,咖啡,15,15,晴,否,望京店
2025-07-11,拿铁,咖啡,18,16,晴,否,望京店
2025-07-11,生椰拿铁,咖啡,22,18,晴,否,望京店
2025-07-11,摩卡,咖啡,20,16,晴,否,望京店
2025-07-11,薯条,小吃,10,4,晴,否,望京店
2025-07-11,鸡米花,小吃,12,9,晴,否,望京店
2025-07-11,华夫饼,小吃,15,8,晴,否,望京店
2025-07-11,吐司,小吃,8,4,晴,否,望京店
2025-07-11,经典奶茶,奶茶,12,19,晴,否,中关村店
2025-07-11,珍珠奶茶,奶茶,15,23,晴,否,中关村店
2025-07-11,芋泥奶茶,奶茶,18,24,晴,否,中关村店
2025-07-11,黑糖鹿丸奶茶,奶茶,20,17,晴,否,中关村店
2025-07-11,椰椰奶茶,奶茶,19,22,晴,否,中关村店
2025-07-11,柠檬绿茶,果茶,10,31,晴,否,中关村店
2025-07-11,满杯西柚,果茶,16,17,晴,否,中关村店
2025-07-11,杨枝甘露,果茶,22,20,晴,否,中关村店
2025-07-11,百香果绿茶,果茶,13,32,晴,否,中关村店
2025-07-11,霸气芝士葡萄,果茶,24,32,晴,否,中关村店
2025-07-11,美式咖啡,咖啡,15,4,晴,否,中关村店
2025-07-11,拿铁,咖啡,18,13,晴,否,中关村店
2025-07-11,生椰拿铁,咖啡,22,9,晴,否,中关村店
2025-07-11,摩卡,咖啡,20,21,晴,否,中关村店
2025-07-11,薯条,小吃,10,15,晴,否,中关村店
2025-07-11,鸡米花,小吃,12,15,晴,否,中关村店
2025-07-11,华夫饼,小吃,15,11,晴,否,中关村店
2025-07-11,吐司,小吃,8,17,晴,否,中关村店
2025-07-12,经典奶茶,奶茶,12,31,晴,是,望京店
2025-07-12,珍珠奶茶,奶茶,15,29,晴,是,望京店
2025-07-12,芋泥奶茶,奶茶,18,28,晴,是,望京店
2025-07-12,黑糖鹿丸奶茶,奶茶,20,21,晴,是,望京店
2025-07-12,椰椰奶茶,奶茶,19,27,晴,是,望京店
2025-07-12,柠檬绿茶,果茶,10,45,晴,是,望京店
2025-07-12,满杯西柚,果茶,16,58,晴,是,望京店
2025-07-12,杨枝甘露,果茶,22,19,晴,是,望京店
2025-07-12,百香果绿茶,果茶,13,31,晴,是,望京店
2025-07-12,霸气芝士葡萄,果茶,24,55,晴,是,望京店
2025-07-12,美式咖啡,咖啡,15,24,晴,是,望京店
2025-07-12,拿铁,咖啡,18,11,晴,是,望京店
2025-07-12,生椰拿铁,咖啡,22,28,晴,是,望京店
2025-07-12,摩卡,咖啡,20,16,晴,是,望京店
2025-07-12,薯条,小吃,10,13,晴,是,望京店
2025-07-12,鸡米花,小吃,12,8,晴,是,望京店
2025-07-12,华夫饼,小吃,15,12,晴,是,望京店
2025-07-12,吐司,小吃,8,21,晴,是,望京店
2025-07-12,经典奶茶,奶茶,12,27,晴,是,中关村店
2025-07-12,珍珠奶茶,奶茶,15,17,晴,是,中关村店
2025-07-12,芋泥奶茶,奶茶,18,27,晴,是,中关村店
2025-07-12,黑糖鹿丸奶茶,奶茶,20,31,晴,是,中关村店
2025-07-12,椰椰奶茶,奶茶,19,17,晴,是,中关村店
2025-07-12,柠檬绿茶,果茶,10,49,晴,是,中关村店
2025-07-12,满杯西柚,果茶,16,37,晴,是,中关村店
2025-07-12,杨枝甘露,果茶,22,51,晴,是,中关村店
2025-07-12,百香果绿茶,果茶,13,17,晴,是,中关村店
2025-07-12,霸气芝士葡萄,果茶,24,44,晴,是,中关村店
2025-07-12,美式咖啡,咖啡,15,11,晴,是,中关村店
2025-07-12,拿铁,咖啡,18,18,晴,是,中关村店
2025-07-12,生椰拿铁,咖啡,22,14,晴,是,中关村店
2025-07-12,摩卡,咖啡,20,23,晴,是,中关村店
2025-07-12,薯条,小吃,10,19,晴,是,中关村店
2025-07-12,鸡米花,小吃,12,18,晴,是,中关村店
2025-07-12,华夫饼,小吃,15,12,晴,是,中关村店
2025-07-12,吐司,小吃,8,20,晴,是,中关村店
2025-07-13,经典奶茶,奶茶,12,19,雨,是,望京店
2025-07-13,珍珠奶茶,奶茶,15,12,雨,是,望京店
2025-07-13,芋泥奶茶,奶茶,18,16,雨,是,望京店
2025-07-13,黑糖鹿丸奶茶,奶茶,20,17,雨,是,望京店
2025-07-13,椰椰奶茶,奶茶,19,22,雨,是,望京店
2025-07-13,柠檬绿茶,果茶,10,35,雨,是,望京店
2025-07-13,满杯西柚,果茶,16,29,雨,是,望京店
2025-07-13,杨枝甘露,果茶,22,29,雨,是,望京店
2025-07-13,百香果绿茶,果茶,13,19,雨,是,望京店
2025-07-13,霸气芝士葡萄,果茶,24,19,雨,是,望京店
2025-07-13,美式咖啡,咖啡,15,10,雨,是,望京店
2025-07-13,拿铁,咖啡,18,19,雨,是,望京店
2025-07-13,生椰拿铁,咖啡,22,11,雨,是,望京店
2025-07-13,摩卡,咖啡,20,13,雨,是,望京店
2025-07-13,薯条,小吃,10,2,雨,是,望京店
2025-07-13,鸡米花,小吃,12,5,雨,是,望京店
2025-07-13,华夫饼,小吃,15,8,雨,是,望京店
2025-07-13,吐司,小吃,8,6,雨,是,望京店
2025-07-13,经典奶茶,奶茶,12,14,雨,是,中关村店
2025-07-13,珍珠奶茶,奶茶,15,9,雨,是,中关村店
2025-07-13,芋泥奶茶,奶茶,18,12,雨,是,中关村店
2025-07-13,黑糖鹿丸奶茶,奶茶,20,13,雨,是,中关村店
2025-07-13,椰椰奶茶,奶茶,19,20,雨,是,中关村店
2025-07-13,柠檬绿茶,果茶,10,22,雨,是,中关村店
2025-07-13,满杯西柚,果茶,16,23,雨,是,中关村店
2025-07-13,杨枝甘露,果茶,22,26,雨,是,中关村店
2025-07-13,百香果绿茶,果茶,13,32,雨,是,中关村店
2025-07-13,霸气芝士葡萄,果茶,24,31,雨,是,中关村店
2025-07-13,美式咖啡,咖啡,15,16,雨,是,中关村店
2025-07-13,拿铁,咖啡,18,11,雨,是,中关村店
2025-07-13,生椰拿铁,咖啡,22,9,雨,是,中关村店
2025-07-13,摩卡,咖啡,20,15,雨,是,中关村店
2025-07-13,薯条,小吃,10,4,雨,是,中关村店
2025-07-13,鸡米花,小吃,12,11,雨,是,中关村店
2025-07-13,华夫饼,小吃,15,11,雨,是,中关村店
2025-07-13,吐司,小吃,8,13,雨,是,中关村店
2025-07-14,经典奶茶,奶茶,12,11,雨,否,望京店
2025-07-14,珍珠奶茶,奶茶,15,12,雨,否,望京店
2025-07-14,芋泥奶茶,奶茶,18,5,雨,否,望京店
2025-07-14,黑糖鹿丸奶茶,奶茶,20,13,雨,否,望京店
2025-07-14,椰椰奶茶,奶茶,19,15,雨,否,望京店
2025-07-14,柠檬绿茶,果茶,10,20,雨,否,望京店
2025-07-14,满杯西柚,果茶,16,21,雨,否,望京店
2025-07-14,杨枝甘露,果茶,22,15,雨,否,望京店
2025-07-14,百香果绿茶,果茶,13,20,雨,否,望京店
2025-07-14,霸气芝士葡萄,果茶,24,18,雨,否,望京店
2025-07-14,美式咖啡,咖啡,15,11,雨,否,望京店
2025-07-14,拿铁,咖啡,18,6,雨,否,望京店
2025-07-14,生椰拿铁,咖啡,22,13,雨,否,望京店
2025-07-14,摩卡,咖啡,20,13,雨,否,望京店
2025-07-14,薯条,小吃,10,8,雨,否,望京店
2025-07-14,鸡米花,小吃,12,11,雨,否,望京店
2025-07-14,华夫饼,小吃,15,8,雨,否,望京店
2025-07-14,吐司,小吃,8,10,雨,否,望京店
2025-07-14,经典奶茶,奶茶,12,6,雨,否,中关村店
2025-07-14,珍珠奶茶,奶茶,15,9,雨,否,中关村店
2025-07-14,芋泥奶茶,奶茶,18,11,雨,否,中关村店
2025-07-14,黑糖鹿丸奶茶,奶茶,20,12,雨,否,中关村店
2025-07-14,椰椰奶茶,奶茶,19,9,雨,否,中关村店
2025-07-14,柠檬绿茶,果茶,10,14,雨,否,中关村店
2025-07-14,满杯西柚,果茶,16,27,雨,否,中关村店
2025-07-14,杨枝甘露,果茶,22,20,雨,否,中关村店
2025-07-14,百香果绿茶,果茶,13,14,雨,否,中关村店
2025-07-14,霸气芝士葡萄,果茶,24,20,雨,否,中关村店
2025-07-14,美式咖啡,咖啡,15,9,雨,否,中关村店
2025-07-14,拿铁,咖啡,18,12,雨,否,中关村店
2025-07-14,生椰拿铁,咖啡,22,11,雨,否,中关村店
2025-07-14,摩卡,咖啡,20,12,雨,否,中关村店
2025-07-14,薯条,小吃,10,6,雨,否,中关村店
2025-07-14,鸡米花,小吃,12,9,雨,否,中关村店
2025-07-14,华夫饼,小吃,15,3,雨,否,中关村店
2025-07-15,经典奶茶,奶茶,12,13,晴,否,望京店
2025-07-15,珍珠奶茶,奶茶,15,9,晴,否,望京店
2025-07-15,芋泥奶茶,奶茶,18,19,晴,否,望京店
2025-07-15,黑糖鹿丸奶茶,奶茶,20,13,晴,否,望京店
2025-07-15,椰椰奶茶,奶茶,19,14,晴,否,望京店
2025-07-15,柠檬绿茶,果茶,10,18,晴,否,望京店
2025-07-15,满杯西柚,果茶,16,26,晴,否,望京店
2025-07-15,杨枝甘露,果茶,22,38,晴,否,望京店
2025-07-15,百香果绿茶,果茶,13,34,晴,否,望京店
2025-07-15,霸气芝士葡萄,果茶,24,34,晴,否,望京店
2025-07-15,美式咖啡,咖啡,15,20,晴,否,望京店
2025-07-15,拿铁,咖啡,18,20,晴,否,望京店
2025-07-15,生椰拿铁,咖啡,22,19,晴,否,望京店
2025-07-15,摩卡,咖啡,20,13,晴,否,望京店
2025-07-15,薯条,小吃,10,16,晴,否,望京店
2025-07-15,鸡米花,小吃,12,9,晴,否,望京店
2025-07-15,华夫饼,小吃,15,16,晴,否,望京店
2025-07-15,吐司,小吃,8,11,晴,否,望京店
2025-07-15,经典奶茶,奶茶,12,10,晴,否,中关村店
2025-07-15,珍珠奶茶,奶茶,15,17,晴,否,中关村店
2025-07-15,芋泥奶茶,奶茶,18,17,晴,否,中关村店
2025-07-15,黑糖鹿丸奶茶,奶茶,20,7,晴,否,中关村店
2025-07-15,椰椰奶茶,奶茶,19,13,晴,否,中关村店
2025-07-15,柠檬绿茶,果茶,10,37,晴,否,中关村店
2025-07-15,满杯西柚,果茶,16,26,晴,否,中关村店
2025-07-15,杨枝甘露,果茶,22,33,晴,否,中关村店
2025-07-15,百香果绿茶,果茶,13,41,晴,否,中关村店
2025-07-15,霸气芝士葡萄,果茶,24,26,晴,否,中关村店
2025-07-15,美式咖啡,咖啡,15,16,晴,否,中关村店
2025-07-15,拿铁,咖啡,18,11,晴,否,中关村店
2025-07-15,生椰拿铁,咖啡,22,11,晴,否,中关村店
2025-07-15,摩卡,咖啡,20,6,晴,否,中关村店
2025-07-15,薯条,小吃,10,8,晴,否,中关村店
2025-07-15,鸡米花,小吃,12,9,晴,否,中关村店
2025-07-15,华夫饼,小吃,15,7,晴,否,中关村店
2025-07-15,吐司,小吃,8,9,晴,否,中关村店
2025-07-16,经典奶茶,奶茶,12,9,阴,否,望京店
2025-07-16,珍珠奶茶,奶茶,15,23,阴,否,望京店
2025-07-16,芋泥奶茶,奶茶,18,11,阴,否,望京店
2025-07-16,黑糖鹿丸奶茶,奶茶,20,15,阴,否,望京店
2025-07-16,椰椰奶茶,奶茶,19,8,阴,否,望京店
2025-07-16,柠檬绿茶,果茶,10,17,阴,否,望京店
2025-07-16,满杯西柚,果茶,16,17,阴,否,望京店
2025-07-16,杨枝甘露,果茶,22,25,阴,否,望京店
2025-07-16,百香果绿茶,果茶,13,39,阴,否,望京店
2025-07-16,霸气芝士葡萄,果茶,24,24,阴,否,望京店
2025-07-16,美式咖啡,咖啡,15,20,阴,否,望京店
2025-07-16,拿铁,咖啡,18,12,阴,否,望京店
2025-07-16,生椰拿铁,咖啡,22,7,阴,否,望京店
2025-07-16,摩卡,咖啡,20,11,阴,否,望京店
2025-07-16,薯条,小吃,10,9,阴,否,望京店
2025-07-16,鸡米花,小吃,12,10,阴,否,望京店
2025-07-16,华夫饼,小吃,15,11,阴,否,望京店
2025-07-16,吐司,小吃,8,4,阴,否,望京店
2025-07-16,经典奶茶,奶茶,12,10,阴,否,中关村店
2025-07-16,珍珠奶茶,奶茶,15,13,阴,否,中关村店
2025-07-16,芋泥奶茶,奶茶,18,14,阴,否,中关村店
2025-07-16,黑糖鹿丸奶茶,奶茶,20,14,阴,否,中关村店
2025-07-16,椰椰奶茶,奶茶,19,20,阴,否,中关村店
2025-07-16,柠檬绿茶,果茶,10,33,阴,否,中关村店
2025-07-16,满杯西柚,果茶,16,9,阴,否,中关村店
2025-07-16,杨枝甘露,果茶,22,26,阴,否,中关村店
2025-07-16,百香果绿茶,果茶,13,23,阴,否,中关村店
2025-07-16,霸气芝士葡萄,果茶,24,18,阴,否,中关村店
2025-07-16,美式咖啡,咖啡,15,14,阴,否,中关村店
2025-07-16,拿铁,咖啡,18,14,阴,否,中关村店
2025-07-16,生椰拿铁,咖啡,22,7,阴,否,中关村店
2025-07-16,摩卡,咖啡,20,10,阴,否,中关村店
2025-07-16,薯条,小吃,10,4,阴,否,中关村店
2025-07-16,鸡米花,小吃,12,13,阴,否,中关村店
2025-07-16,华夫饼,小吃,15,9,阴,否,中关村店
2025-07-16,吐司,小吃,8,10,阴,否,中关村店
2025-07-17,经典奶茶,奶茶,12,18,晴,否,望京店
2025-07-17,珍珠奶茶,奶茶,15,13,晴,否,望京店
2025-07-17,芋泥奶茶,奶茶,18,18,晴,否,望京店
2025-07-17,黑糖鹿丸奶茶,奶茶,20,10,晴,否,望京店
2025-07-17,椰椰奶茶,奶茶,19,23,晴,否,望京店
2025-07-17,柠檬绿茶,果茶,10,17,晴,否,望京店
2025-07-17,满杯西柚,果茶,16,16,晴,否,望京店
2025-07-17,杨枝甘露,果茶,22,27,晴,否,望京店
2025-07-17,百香果绿茶,果茶,13,38,晴,否,望京店
2025-07-17,霸气芝士葡萄,果茶,24,17,晴,否,望京店
2025-07-17,美式咖啡,咖啡,15,19,晴,否,望京店
2025-07-17,拿铁,咖啡,18,21,晴,否,望京店
2025-07-17,生椰拿铁,咖啡,22,20,晴,否,望京店
2025-07-17,摩卡,咖啡,20,21,晴,否,望京店
2025-07-17,薯条,小吃,10,8,晴,否,望京店
2025-07-17,鸡米花,小吃,12,13,晴,否,望京店
